;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 02.04.2020 11:34:22
;----------------------------------------------

;Address Opcode 	ASM
;USB.c,160 :: 		}
L_main19:
;USB.c,161 :: 		}
0x1DFC	0xD7ED      	BRA         L_main17
L_main18:
;USB.c,163 :: 		Lcd_Cmd(_LCD_CLEAR);
0x1DFE	0x0E01      	MOVLW       1
0x1E00	0x6FF0      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x1E02	0xF009EC42  	CALL        _Lcd_Cmd, 0
;USB.c,164 :: 		Lcd_Out(1,1,"Received Data-");
0x1E06	0x0E01      	MOVLW       1
0x1E08	0x6FE6      	MOVWF       FARG_Lcd_Out_row, 1
0x1E0A	0x0E01      	MOVLW       1
0x1E0C	0x6FE7      	MOVWF       FARG_Lcd_Out_column, 1
0x1E0E	0x0E17      	MOVLW       ?lstr17_USB
0x1E10	0x6FE8      	MOVWF       FARG_Lcd_Out_text, 1
0x1E12	0x0E01      	MOVLW       hi_addr(?lstr17_USB)
0x1E14	0x6FE9      	MOVWF       FARG_Lcd_Out_text+1, 1
0x1E16	0xDC8D      	RCALL       _Lcd_Out
;USB.c,165 :: 		Lcd_Out(2,1,Read_Buffer);
0x1E18	0x0E02      	MOVLW       2
0x1E1A	0x6FE6      	MOVWF       FARG_Lcd_Out_row, 1
0x1E1C	0x0E01      	MOVLW       1
0x1E1E	0x6FE7      	MOVWF       FARG_Lcd_Out_column, 1
0x1E20	0x0E00      	MOVLW       _Read_Buffer
0x1E22	0x6FE8      	MOVWF       FARG_Lcd_Out_text, 1
0x1E24	0x0E05      	MOVLW       hi_addr(_Read_Buffer)
0x1E26	0x6FE9      	MOVWF       FARG_Lcd_Out_text+1, 1
0x1E28	0xDC84      	RCALL       _Lcd_Out
;USB.c,167 :: 		strcpy(Write_Buffer, "Received Data-");
0x1E2A	0x0E10      	MOVLW       _Write_Buffer
0x1E2C	0x6FE6      	MOVWF       FARG_strcpy_to, 1
0x1E2E	0x0E05      	MOVLW       hi_addr(_Write_Buffer)
0x1E30	0x6FE7      	MOVWF       FARG_strcpy_to+1, 1
0x1E32	0x0E08      	MOVLW       ?lstr18_USB
0x1E34	0x6FE8      	MOVWF       FARG_strcpy_from, 1
0x1E36	0x0E01      	MOVLW       hi_addr(?lstr18_USB)
0x1E38	0x6FE9      	MOVWF       FARG_strcpy_from+1, 1
0x1E3A	0xDD2A      	RCALL       _strcpy
;USB.c,168 :: 		strcat(Write_Buffer, Read_Buffer);
0x1E3C	0x0E10      	MOVLW       _Write_Buffer
0x1E3E	0x6FE6      	MOVWF       FARG_strcat_to, 1
0x1E40	0x0E05      	MOVLW       hi_addr(_Write_Buffer)
0x1E42	0x6FE7      	MOVWF       FARG_strcat_to+1, 1
0x1E44	0x0E00      	MOVLW       _Read_Buffer
0x1E46	0x6FE8      	MOVWF       FARG_strcat_from, 1
0x1E48	0x0E05      	MOVLW       hi_addr(_Read_Buffer)
0x1E4A	0x6FE9      	MOVWF       FARG_strcat_from+1, 1
0x1E4C	0xDE1B      	RCALL       _strcat
;USB.c,169 :: 		while(!HID_Write(&Write_Buffer, 64)) ;
L_main20:
0x1E4E	0x0E10      	MOVLW       _Write_Buffer
0x1E50	0x6FEB      	MOVWF       FARG_HID_Write_writebuff, 1
0x1E52	0x0E05      	MOVLW       hi_addr(_Write_Buffer)
0x1E54	0x6FEC      	MOVWF       FARG_HID_Write_writebuff+1, 1
0x1E56	0x0E40      	MOVLW       64
0x1E58	0x6FED      	MOVWF       FARG_HID_Write_len, 1
0x1E5A	0xF009EC9F  	CALL        _HID_Write, 0
0x1E5E	0x5200      	MOVF        R0, 1 
0x1E60	0xE101      	BNZ         L_main21
0x1E62	0xD7F5      	BRA         L_main20
L_main21:
;USB.c,170 :: 		UART1_Write_Text_Newline(Write_Buffer);
0x1E64	0x0E10      	MOVLW       _Write_Buffer
0x1E66	0x6FE6      	MOVWF       FARG_UART1_Write_Text_Newline_msg, 1
0x1E68	0x0E05      	MOVLW       hi_addr(_Write_Buffer)
0x1E6A	0x6FE7      	MOVWF       FARG_UART1_Write_Text_Newline_msg+1, 1
0x1E6C	0xDCA1      	RCALL       _UART1_Write_Text_Newline
;USB.c,171 :: 		clrUSB();
0x1E6E	0xDE3A      	RCALL       _clrUSB
;USB.c,173 :: 		if(strncmp(Read_Buffer,"Disable",1) == 0)
0x1E70	0x0E00      	MOVLW       _Read_Buffer
0x1E72	0x6FE6      	MOVWF       FARG_strncmp_s1, 1
0x1E74	0x0E05      	MOVLW       hi_addr(_Read_Buffer)
0x1E76	0x6FE7      	MOVWF       FARG_strncmp_s1+1, 1
0x1E78	0x0E00      	MOVLW       ?lstr19_USB
0x1E7A	0x6FE8      	MOVWF       FARG_strncmp_s2, 1
0x1E7C	0x0E01      	MOVLW       hi_addr(?lstr19_USB)
0x1E7E	0x6FE9      	MOVWF       FARG_strncmp_s2+1, 1
0x1E80	0x0E01      	MOVLW       1
0x1E82	0x6FEA      	MOVWF       FARG_strncmp_len, 1
0x1E84	0xDD2C      	RCALL       _strncmp
0x1E86	0x0E00      	MOVLW       0
0x1E88	0x1801      	XORWF       R1, 0 
0x1E8A	0xE102      	BNZ         L__main31
0x1E8C	0x0E00      	MOVLW       0
0x1E8E	0x1800      	XORWF       R0, 0 
L__main31:
0x1E90	0xE106      	BNZ         L_main22
;USB.c,175 :: 		Lcd_Cmd(_LCD_CLEAR);
0x1E92	0x0E01      	MOVLW       1
0x1E94	0x0101      	MOVLB       1
0x1E96	0x6FF0      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x1E98	0xF009EC42  	CALL        _Lcd_Cmd, 0
;USB.c,176 :: 		goto end;
0x1E9C	0xD001      	BRA         ___main_end
;USB.c,177 :: 		}
L_main22:
;USB.c,179 :: 		goto loop_second;
0x1E9E	0xD796      	BRA         ___main_loop_second
;USB.c,181 :: 		end:
___main_end:
0x1EA0	0x0101      	MOVLB       1
;USB.c,183 :: 		UART1_Write_Text_Newline("USB disconnected, waiting for connection...");
0x1EA2	0x0E26      	MOVLW       ?lstr20_USB
0x1EA4	0x6FE6      	MOVWF       FARG_UART1_Write_Text_Newline_msg, 1
0x1EA6	0x0E01      	MOVLW       hi_addr(?lstr20_USB)
0x1EA8	0x6FE7      	MOVWF       FARG_UART1_Write_Text_Newline_msg+1, 1
0x1EAA	0xDC82      	RCALL       _UART1_Write_Text_Newline
;USB.c,184 :: 		Delay_ms(1000);
0x1EAC	0x0E1A      	MOVLW       26
0x1EAE	0x6E0B      	MOVWF       R11, 0
0x1EB0	0x0E5E      	MOVLW       94
0x1EB2	0x6E0C      	MOVWF       R12, 0
0x1EB4	0x0E6E      	MOVLW       110
0x1EB6	0x6E0D      	MOVWF       R13, 0
L_main23:
0x1EB8	0x2E0D      	DECFSZ      R13, 1, 0
0x1EBA	0xD7FE      	BRA         L_main23
0x1EBC	0x2E0C      	DECFSZ      R12, 1, 0
0x1EBE	0xD7FC      	BRA         L_main23
0x1EC0	0x2E0B      	DECFSZ      R11, 1, 0
0x1EC2	0xD7FA      	BRA         L_main23
0x1EC4	0x0000      	NOP
;USB.c,185 :: 		Hid_Disable();
0x1EC6	0xDC33      	RCALL       _HID_Disable
;USB.c,186 :: 		Lcd_Out(1,1,"HID DISABLE");
0x1EC8	0x0E01      	MOVLW       1
0x1ECA	0x6FE6      	MOVWF       FARG_Lcd_Out_row, 1
0x1ECC	0x0E01      	MOVLW       1
0x1ECE	0x6FE7      	MOVWF       FARG_Lcd_Out_column, 1
0x1ED0	0x0E55      	MOVLW       ?lstr21_USB
0x1ED2	0x6FE8      	MOVWF       FARG_Lcd_Out_text, 1
0x1ED4	0x0E01      	MOVLW       hi_addr(?lstr21_USB)
0x1ED6	0x6FE9      	MOVWF       FARG_Lcd_Out_text+1, 1
0x1ED8	0xDC2C      	RCALL       _Lcd_Out
;USB.c,187 :: 		UART1_Write_Text_Newline("OK");
0x1EDA	0x0E52      	MOVLW       ?lstr22_USB
0x1EDC	0x6FE6      	MOVWF       FARG_UART1_Write_Text_Newline_msg, 1
0x1EDE	0x0E01      	MOVLW       hi_addr(?lstr22_USB)
0x1EE0	0x6FE7      	MOVWF       FARG_UART1_Write_Text_Newline_msg+1, 1
0x1EE2	0xDC66      	RCALL       _UART1_Write_Text_Newline
;USB.c,188 :: 		PORTB.B0 = 0;
0x1EE4	0x9081      	BCF         PORTB, 0 
;USB.c,189 :: 		}
L_end_main:
0x1EE6	0xD7FF      	BRA         $+0
; end of _main
0x20EC	0xF024EE10  	LFSR        1, 36
0x20F0	0x0E70      	MOVLW       112
0x20F2	0x6E00      	MOVWF       R0 
0x20F4	0x0E02      	MOVLW       2
0x20F6	0x6E01      	MOVWF       R1 
0x20F8	0x0EE8      	MOVLW       232
0x20FA	0x6EF6      	MOVWF       4086 
0x20FC	0x0E1E      	MOVLW       30
0x20FE	0x6EF7      	MOVWF       TBLPTRH 
0x2100	0x0E00      	MOVLW       0
0x2102	0x6EF8      	MOVWF       TBLPTRU 
0x2104	0xF00BEC63  	CALL        5830, 0
0x2108	0x0012      	RETURN      0
;USB.c,0 :: ?ICS?lstr9_USB
0x1EE8	0x4B4F ;?ICS?lstr9_USB+0
0x1EEA	0x00 ;?ICS?lstr9_USB+2
; end of ?ICS?lstr9_USB
;USB.c,0 :: ?ICS?lstr8_USB
0x1EEB	0x7541 ;?ICS?lstr8_USB+0
0x1EED	0x6874 ;?ICS?lstr8_USB+2
0x1EEF	0x6E65 ;?ICS?lstr8_USB+4
0x1EF1	0x6974 ;?ICS?lstr8_USB+6
0x1EF3	0x6163 ;?ICS?lstr8_USB+8
0x1EF5	0x6974 ;?ICS?lstr8_USB+10
0x1EF7	0x6E6F ;?ICS?lstr8_USB+12
0x1EF9	0x00 ;?ICS?lstr8_USB+14
; end of ?ICS?lstr8_USB
;USB.c,0 :: ?ICS?lstr7_USB
0x1EFA	0x0053 ;?ICS?lstr7_USB+0
; end of ?ICS?lstr7_USB
;USB.c,0 :: ?ICS?lstr10_USB
0x1EFC	0x5355 ;?ICS?lstr10_USB+0
0x1EFE	0x2042 ;?ICS?lstr10_USB+2
0x1F00	0x7541 ;?ICS?lstr10_USB+4
0x1F02	0x6874 ;?ICS?lstr10_USB+6
0x1F04	0x6E65 ;?ICS?lstr10_USB+8
0x1F06	0x6974 ;?ICS?lstr10_USB+10
0x1F08	0x6163 ;?ICS?lstr10_USB+12
0x1F0A	0x6974 ;?ICS?lstr10_USB+14
0x1F0C	0x6E6F ;?ICS?lstr10_USB+16
0x1F0E	0x2D20 ;?ICS?lstr10_USB+18
0x1F10	0x4F20 ;?ICS?lstr10_USB+20
0x1F12	0x004B ;?ICS?lstr10_USB+22
; end of ?ICS?lstr10_USB
;USB.c,0 :: ?ICS?lstr13_USB
0x1F14	0x6146 ;?ICS?lstr13_USB+0
0x1F16	0x6C69 ;?ICS?lstr13_USB+2
0x1F18	0x2173 ;?ICS?lstr13_USB+4
0x1F1A	0x00 ;?ICS?lstr13_USB+6
; end of ?ICS?lstr13_USB
;USB.c,0 :: ?ICS?lstr12_USB
0x1F1B	0x7541 ;?ICS?lstr12_USB+0
0x1F1D	0x6874 ;?ICS?lstr12_USB+2
0x1F1F	0x6E65 ;?ICS?lstr12_USB+4
0x1F21	0x6974 ;?ICS?lstr12_USB+6
0x1F23	0x6163 ;?ICS?lstr12_USB+8
0x1F25	0x6974 ;?ICS?lstr12_USB+10
0x1F27	0x6E6F ;?ICS?lstr12_USB+12
0x1F29	0x00 ;?ICS?lstr12_USB+14
; end of ?ICS?lstr12_USB
;USB.c,0 :: ?ICS?lstr11_USB
0x1F2A	0x5355 ;?ICS?lstr11_USB+0
0x1F2C	0x2042 ;?ICS?lstr11_USB+2
0x1F2E	0x6E65 ;?ICS?lstr11_USB+4
0x1F30	0x6D75 ;?ICS?lstr11_USB+6
0x1F32	0x7261 ;?ICS?lstr11_USB+8
0x1F34	0x7461 ;?ICS?lstr11_USB+10
0x1F36	0x6F69 ;?ICS?lstr11_USB+12
0x1F38	0x206E ;?ICS?lstr11_USB+14
0x1F3A	0x7962 ;?ICS?lstr11_USB+16
0x1F3C	0x5020 ;?ICS?lstr11_USB+18
0x1F3E	0x2F43 ;?ICS?lstr11_USB+20
0x1F40	0x4F48 ;?ICS?lstr11_USB+22
0x1F42	0x5453 ;?ICS?lstr11_USB+24
0x1F44	0x00 ;?ICS?lstr11_USB+26
; end of ?ICS?lstr11_USB
;USB.c,0 :: ?ICS?lstr2_USB
0x1F45	0x4950 ;?ICS?lstr2_USB+0
0x1F47	0x3143 ;?ICS?lstr2_USB+2
0x1F49	0x4638 ;?ICS?lstr2_USB+4
0x1F4B	0x3534 ;?ICS?lstr2_USB+6
0x1F4D	0x3035 ;?ICS?lstr2_USB+8
0x1F4F	0x00 ;?ICS?lstr2_USB+10
; end of ?ICS?lstr2_USB
;USB.c,0 :: ?ICS?lstr1_USB
0x1F50	0x5355 ;?ICS?lstr1_USB+0
0x1F52	0x2042 ;?ICS?lstr1_USB+2
0x1F54	0x6554 ;?ICS?lstr1_USB+4
0x1F56	0x7473 ;?ICS?lstr1_USB+6
0x1F58	0x5020 ;?ICS?lstr1_USB+8
0x1F5A	0x6F72 ;?ICS?lstr1_USB+10
0x1F5C	0x7267 ;?ICS?lstr1_USB+12
0x1F5E	0x6D61 ;?ICS?lstr1_USB+14
0x1F60	0x00 ;?ICS?lstr1_USB+16
; end of ?ICS?lstr1_USB
;USB.c,0 :: ?ICS?lstr3_USB
0x1F61	0x5355 ;?ICS?lstr3_USB+0
0x1F63	0x2042 ;?ICS?lstr3_USB+2
0x1F65	0x7845 ;?ICS?lstr3_USB+4
0x1F67	0x6D61 ;?ICS?lstr3_USB+6
0x1F69	0x6C70 ;?ICS?lstr3_USB+8
0x1F6B	0x2165 ;?ICS?lstr3_USB+10
0x1F6D	0x00 ;?ICS?lstr3_USB+12
; end of ?ICS?lstr3_USB
;USB.c,0 :: ?ICS?lstr6_USB
0x1F6E	0x4B4F ;?ICS?lstr6_USB+0
0x1F70	0x00 ;?ICS?lstr6_USB+2
; end of ?ICS?lstr6_USB
;USB.c,0 :: ?ICS?lstr5_USB
0x1F71	0x5355 ;?ICS?lstr5_USB+0
0x1F73	0x2042 ;?ICS?lstr5_USB+2
0x1F75	0x6F63 ;?ICS?lstr5_USB+4
0x1F77	0x6E6E ;?ICS?lstr5_USB+6
0x1F79	0x6365 ;?ICS?lstr5_USB+8
0x1F7B	0x6574 ;?ICS?lstr5_USB+10
0x1F7D	0x2C64 ;?ICS?lstr5_USB+12
0x1F7F	0x7720 ;?ICS?lstr5_USB+14
0x1F81	0x6961 ;?ICS?lstr5_USB+16
0x1F83	0x6974 ;?ICS?lstr5_USB+18
0x1F85	0x676E ;?ICS?lstr5_USB+20
0x1F87	0x6620 ;?ICS?lstr5_USB+22
0x1F89	0x726F ;?ICS?lstr5_USB+24
0x1F8B	0x6520 ;?ICS?lstr5_USB+26
0x1F8D	0x756E ;?ICS?lstr5_USB+28
0x1F8F	0x656D ;?ICS?lstr5_USB+30
0x1F91	0x6172 ;?ICS?lstr5_USB+32
0x1F93	0x6974 ;?ICS?lstr5_USB+34
0x1F95	0x6E6F ;?ICS?lstr5_USB+36
0x1F97	0x2E2E ;?ICS?lstr5_USB+38
0x1F99	0x002E ;?ICS?lstr5_USB+40
; end of ?ICS?lstr5_USB
;USB.c,0 :: ?ICS?lstr4_USB
0x1F9B	0x6144 ;?ICS?lstr4_USB+0
0x1F9D	0x6174 ;?ICS?lstr4_USB+2
0x1F9F	0x6920 ;?ICS?lstr4_USB+4
0x1FA1	0x2073 ;?ICS?lstr4_USB+6
0x1FA3	0x6552 ;?ICS?lstr4_USB+8
0x1FA5	0x6461 ;?ICS?lstr4_USB+10
0x1FA7	0x2079 ;?ICS?lstr4_USB+12
0x1FA9	0x6F74 ;?ICS?lstr4_USB+14
0x1FAB	0x6220 ;?ICS?lstr4_USB+16
0x1FAD	0x2065 ;?ICS?lstr4_USB+18
0x1FAF	0x6552 ;?ICS?lstr4_USB+20
0x1FB1	0x6563 ;?ICS?lstr4_USB+22
0x1FB3	0x7669 ;?ICS?lstr4_USB+24
0x1FB5	0x6465 ;?ICS?lstr4_USB+26
0x1FB7	0x6620 ;?ICS?lstr4_USB+28
0x1FB9	0x6F72 ;?ICS?lstr4_USB+30
0x1FBB	0x206D ;?ICS?lstr4_USB+32
0x1FBD	0x6874 ;?ICS?lstr4_USB+34
0x1FBF	0x2065 ;?ICS?lstr4_USB+36
0x1FC1	0x4350 ;?ICS?lstr4_USB+38
0x1FC3	0x00 ;?ICS?lstr4_USB+40
; end of ?ICS?lstr4_USB
;USB.c,0 :: ?ICS?lstr19_USB
0x1FC4	0x6944 ;?ICS?lstr19_USB+0
0x1FC6	0x6173 ;?ICS?lstr19_USB+2
0x1FC8	0x6C62 ;?ICS?lstr19_USB+4
0x1FCA	0x0065 ;?ICS?lstr19_USB+6
; end of ?ICS?lstr19_USB
;USB.c,0 :: ?ICS?lstr18_USB
0x1FCC	0x6552 ;?ICS?lstr18_USB+0
0x1FCE	0x6563 ;?ICS?lstr18_USB+2
0x1FD0	0x7669 ;?ICS?lstr18_USB+4
0x1FD2	0x6465 ;?ICS?lstr18_USB+6
0x1FD4	0x4420 ;?ICS?lstr18_USB+8
0x1FD6	0x7461 ;?ICS?lstr18_USB+10
0x1FD8	0x2D61 ;?ICS?lstr18_USB+12
0x1FDA	0x00 ;?ICS?lstr18_USB+14
; end of ?ICS?lstr18_USB
;USB.c,0 :: ?ICS?lstr17_USB
0x1FDB	0x6552 ;?ICS?lstr17_USB+0
0x1FDD	0x6563 ;?ICS?lstr17_USB+2
0x1FDF	0x7669 ;?ICS?lstr17_USB+4
0x1FE1	0x6465 ;?ICS?lstr17_USB+6
0x1FE3	0x4420 ;?ICS?lstr17_USB+8
0x1FE5	0x7461 ;?ICS?lstr17_USB+10
0x1FE7	0x2D61 ;?ICS?lstr17_USB+12
0x1FE9	0x00 ;?ICS?lstr17_USB+14
; end of ?ICS?lstr17_USB
;USB.c,0 :: ?ICS?lstr20_USB
0x1FEA	0x5355 ;?ICS?lstr20_USB+0
0x1FEC	0x2042 ;?ICS?lstr20_USB+2
0x1FEE	0x6964 ;?ICS?lstr20_USB+4
0x1FF0	0x6373 ;?ICS?lstr20_USB+6
0x1FF2	0x6E6F ;?ICS?lstr20_USB+8
0x1FF4	0x656E ;?ICS?lstr20_USB+10
0x1FF6	0x7463 ;?ICS?lstr20_USB+12
0x1FF8	0x6465 ;?ICS?lstr20_USB+14
0x1FFA	0x202C ;?ICS?lstr20_USB+16
0x1FFC	0x6177 ;?ICS?lstr20_USB+18
0x1FFE	0x7469 ;?ICS?lstr20_USB+20
0x2000	0x6E69 ;?ICS?lstr20_USB+22
0x2002	0x2067 ;?ICS?lstr20_USB+24
0x2004	0x6F66 ;?ICS?lstr20_USB+26
0x2006	0x2072 ;?ICS?lstr20_USB+28
0x2008	0x6F63 ;?ICS?lstr20_USB+30
0x200A	0x6E6E ;?ICS?lstr20_USB+32
0x200C	0x6365 ;?ICS?lstr20_USB+34
0x200E	0x6974 ;?ICS?lstr20_USB+36
0x2010	0x6E6F ;?ICS?lstr20_USB+38
0x2012	0x2E2E ;?ICS?lstr20_USB+40
0x2014	0x002E ;?ICS?lstr20_USB+42
; end of ?ICS?lstr20_USB
;USB.c,0 :: ?ICS?lstr22_USB
0x2016	0x4B4F ;?ICS?lstr22_USB+0
0x2018	0x00 ;?ICS?lstr22_USB+2
; end of ?ICS?lstr22_USB
;USB.c,0 :: ?ICS?lstr21_USB
0x2019	0x4948 ;?ICS?lstr21_USB+0
0x201B	0x2044 ;?ICS?lstr21_USB+2
0x201D	0x4944 ;?ICS?lstr21_USB+4
0x201F	0x4153 ;?ICS?lstr21_USB+6
0x2021	0x4C42 ;?ICS?lstr21_USB+8
0x2023	0x0045 ;?ICS?lstr21_USB+10
; end of ?ICS?lstr21_USB
;USB.c,0 :: ?ICS?lstr16_USB
0x2025	0x6F4E ;?ICS?lstr16_USB+0
0x2027	0x4420 ;?ICS?lstr16_USB+2
0x2029	0x7461 ;?ICS?lstr16_USB+4
0x202B	0x0061 ;?ICS?lstr16_USB+6
; end of ?ICS?lstr16_USB
;USB.c,0 :: ?ICS?lstr15_USB
0x202D	0x6552 ;?ICS?lstr15_USB+0
0x202F	0x6563 ;?ICS?lstr15_USB+2
0x2031	0x7669 ;?ICS?lstr15_USB+4
0x2033	0x6465 ;?ICS?lstr15_USB+6
0x2035	0x4420 ;?ICS?lstr15_USB+8
0x2037	0x7461 ;?ICS?lstr15_USB+10
0x2039	0x2D61 ;?ICS?lstr15_USB+12
0x203B	0x00 ;?ICS?lstr15_USB+14
; end of ?ICS?lstr15_USB
;USB.c,0 :: ?ICS?lstr14_USB
0x203C	0x5355 ;?ICS?lstr14_USB+0
0x203E	0x2042 ;?ICS?lstr14_USB+2
0x2040	0x7541 ;?ICS?lstr14_USB+4
0x2042	0x6874 ;?ICS?lstr14_USB+6
0x2044	0x6E65 ;?ICS?lstr14_USB+8
0x2046	0x6974 ;?ICS?lstr14_USB+10
0x2048	0x6163 ;?ICS?lstr14_USB+12
0x204A	0x6974 ;?ICS?lstr14_USB+14
0x204C	0x6E6F ;?ICS?lstr14_USB+16
0x204E	0x2D20 ;?ICS?lstr14_USB+18
0x2050	0x4620 ;?ICS?lstr14_USB+20
0x2052	0x6961 ;?ICS?lstr14_USB+22
0x2054	0x736C ;?ICS?lstr14_USB+24
0x2056	0x0021 ;?ICS?lstr14_USB+26
; end of ?ICS?lstr14_USB
;USBdsc.c,49 :: _configDescriptor1
0x2058	0x0209 ;_configDescriptor1+0
0x205A	0x0029 ;_configDescriptor1+2
0x205C	0x0101 ;_configDescriptor1+4
0x205E	0x8000 ;_configDescriptor1+6
0x2060	0x0932 ;_configDescriptor1+8
0x2062	0x0004 ;_configDescriptor1+10
0x2064	0x0200 ;_configDescriptor1+12
0x2066	0x0003 ;_configDescriptor1+14
0x2068	0x0000 ;_configDescriptor1+16
0x206A	0x2109 ;_configDescriptor1+18
0x206C	0x0101 ;_configDescriptor1+20
0x206E	0x0100 ;_configDescriptor1+22
0x2070	0x2122 ;_configDescriptor1+24
0x2072	0x0700 ;_configDescriptor1+26
0x2074	0x8105 ;_configDescriptor1+28
0x2076	0x4003 ;_configDescriptor1+30
0x2078	0x0100 ;_configDescriptor1+32
0x207A	0x0507 ;_configDescriptor1+34
0x207C	0x0301 ;_configDescriptor1+36
0x207E	0x0040 ;_configDescriptor1+38
0x2080	0x01 ;_configDescriptor1+40
; end of _configDescriptor1
;USBdsc.c,138 :: _strd2
0x2081	0x0322 ;_strd2+0
0x2083	0x004D ;_strd2+2
0x2085	0x0069 ;_strd2+4
0x2087	0x006B ;_strd2+6
0x2089	0x0072 ;_strd2+8
0x208B	0x006F ;_strd2+10
0x208D	0x0065 ;_strd2+12
0x208F	0x006C ;_strd2+14
0x2091	0x0065 ;_strd2+16
0x2093	0x006B ;_strd2+18
0x2095	0x0074 ;_strd2+20
0x2097	0x0072 ;_strd2+22
0x2099	0x006F ;_strd2+24
0x209B	0x006E ;_strd2+26
0x209D	0x0069 ;_strd2+28
0x209F	0x006B ;_strd2+30
0x20A1	0x0061 ;_strd2+32
; end of _strd2
;USBdsc.c,99 :: _hid_rpt_desc
0x20A3	0x0006 ;_hid_rpt_desc+0
0x20A5	0x09FF ;_hid_rpt_desc+2
0x20A7	0xA101 ;_hid_rpt_desc+4
0x20A9	0x1901 ;_hid_rpt_desc+6
0x20AB	0x2901 ;_hid_rpt_desc+8
0x20AD	0x1540 ;_hid_rpt_desc+10
0x20AF	0x2600 ;_hid_rpt_desc+12
0x20B1	0x00FF ;_hid_rpt_desc+14
0x20B3	0x0875 ;_hid_rpt_desc+16
0x20B5	0x4095 ;_hid_rpt_desc+18
0x20B7	0x0281 ;_hid_rpt_desc+20
0x20B9	0x0119 ;_hid_rpt_desc+22
0x20BB	0x4029 ;_hid_rpt_desc+24
0x20BD	0x0875 ;_hid_rpt_desc+26
0x20BF	0x4095 ;_hid_rpt_desc+28
0x20C1	0x0291 ;_hid_rpt_desc+30
0x20C3	0xC0 ;_hid_rpt_desc+32
; end of _hid_rpt_desc
;USBdsc.c,31 :: _device_dsc
0x20C4	0x0112 ;_device_dsc+0
0x20C6	0x0200 ;_device_dsc+2
0x20C8	0x0000 ;_device_dsc+4
0x20CA	0x0800 ;_device_dsc+6
0x20CC	0x1234 ;_device_dsc+8
0x20CE	0x0001 ;_device_dsc+10
0x20D0	0x0001 ;_device_dsc+12
0x20D2	0x0201 ;_device_dsc+14
0x20D4	0x0100 ;_device_dsc+16
; end of _device_dsc
;USBdsc.c,149 :: _strd3
0x20D6	0x0312 ;_strd3+0
0x20D8	0x0055 ;_strd3+2
0x20DA	0x0053 ;_strd3+4
0x20DC	0x0042 ;_strd3+6
0x20DE	0x005F ;_strd3+8
0x20E0	0x0054 ;_strd3+10
0x20E2	0x0065 ;_strd3+12
0x20E4	0x0073 ;_strd3+14
0x20E6	0x0074 ;_strd3+16
; end of _strd3
;USBdsc.c,126 :: _strd1
0x20E8	0x0304 ;_strd1+0
0x20EA	0x0409 ;_strd1+2
; end of _strd1
Symbol List:
//** Routines locations **
//ADDRESS    SIZE    PROCEDURE
//----------------------------------------------
0x0008     [132]    _interrupt
0x008C     [248]    __Lib_USB_genHID_USB_Configure_Endpoint
0x0184      [14]    __Lib_USB_genHID_USB_EP0_Transmit_Options
0x0192      [32]    __Lib_USB_genHID_USB_EP0_Send_RAM
0x01B2      [34]    __Lib_USB_genHID_USB_EP0_Send_ROM
0x01D4     [300]    __Lib_USB_genHID_USB_Check_HID_Request
0x0300      [50]    __Lib_USB_genHID_USB_Enable_Endpoint
0x0332     [288]    __Lib_USB_genHID_USB_Transfer_Packet
0x0452      [90]    __Lib_USB_genHID_USB_CB_Init_EP
0x04AC      [10]    __Lib_USB_genHID_USB_CB_Check_Other_Req
0x04B6      [52]    __Lib_USB_genHID_memset_usb
0x04EA     [162]    __Lib_USB_genHID_USB_CB_Handler
0x058C      [80]    _Mul_16x16_U
0x05DC      [24]    _____DoIFC
0x05F4     [254]    __Lib_USB_genHID_USB_Get_Dsc_Handler
0x06F2     [102]    __Lib_USB_genHID_USB_Set_Cfg_Handler
0x0758     [316]    __Lib_USB_genHID_USB_CtrlTrf_Tx_Service
0x0894     [336]    __Lib_USB_genHID_USB_Std_Feature_Req_Handler
0x09E4     [220]    __Lib_USB_genHID_USB_Get_Status_Handler
0x0AC0      [10]    _Delay_50us
0x0ACA      [12]    _Delay_1us
0x0AD6      [22]    _Delay_5500us
0x0AEC      [42]    __Lib_USB_genHID_USB_Handle_Busy
0x0B16     [288]    __Lib_USB_genHID_USB_Transfer_Packet_Int
0x0C36     [416]    __Lib_USB_genHID_USB_CtrlEP_Service_Complete
0x0DD6     [248]    __Lib_USB_genHID_USB_Check_Std_Request
0x0ECE     [312]    __Lib_USB_genHID_USB_CtrlTrf_Rx_Service
0x1006      [78]    __Lib_USB_genHID_USB_Prepare_Next_Setup_Trf
0x1054      [10]    __Lib_USB_genHID_USB_Enable_Interrupts
0x105E      [52]    __Lib_USB_genHID_memset_usb_int
0x1092      [74]    __Lib_USB_genHID_USB_CtrlTrf_Out_Handler
0x10DC      [68]    __Lib_USB_genHID_USB_CtrlTrf_Setup_Handler
0x1120     [154]    __Lib_USB_genHID_USB_CtrlTrf_In_Handler
0x11BA      [14]    _UART1_Write
0x11C8      [52]    _USB_Init_Desc
0x11FC     [122]    _Gen_Write
0x1276      [14]    __Lib_USB_genHID_USB_Configure
0x1284     [132]    _Lcd_Cmd
